Key	Distrito	Municipio	Freguesia	Eleitores (Anterior)	Eleitores (Corrente)	Percentagem de Votantes (Anterior)	Percentagem de Votantes (Corrente)	Votos Nulos (Anterior)	Votos Nulos (Corrente)	Votos Brancos (Anterior)	Votos Brancos (Corrente)	A - Votos (Anterior)	A - Votos (Corrente)	A - Percentagem (Anterior)	A - Percentagem (Corrente)	ADN - Votos (Anterior)	ADN - Votos (Corrente)	ADN - Percentagem (Anterior)	ADN - Percentagem (Corrente)	B.E. - Votos (Anterior)	B.E. - Votos (Corrente)	B.E. - Percentagem (Anterior)	B.E. - Percentagem (Corrente)	CDS-PP - Votos (Anterior)	CDS-PP - Votos (Corrente)	CDS-PP - Percentagem (Anterior)	CDS-PP - Percentagem (Corrente)	CH - Votos (Anterior)	CH - Votos (Corrente)	CH - Percentagem (Anterior)	CH - Percentagem (Corrente)	E - Votos (Anterior)	E - Votos (Corrente)	E - Percentagem (Anterior)	E - Percentagem (Corrente)	IL - Votos (Anterior)	IL - Votos (Corrente)	IL - Percentagem (Anterior)	IL - Percentagem (Corrente)	L - Votos (Anterior)	L - Votos (Corrente)	L - Percentagem (Anterior)	L - Percentagem (Corrente)	MAS - Votos (Anterior)	MAS - Votos (Corrente)	MAS - Percentagem (Anterior)	MAS - Percentagem (Corrente)	MPT - Votos (Anterior)	MPT - Votos (Corrente)	MPT - Percentagem (Anterior)	MPT - Percentagem (Corrente)	NC - Votos (Anterior)	NC - Votos (Corrente)	NC - Percentagem (Anterior)	NC - Percentagem (Corrente)	ND - Votos (Anterior)	ND - Votos (Corrente)	ND - Percentagem (Anterior)	ND - Percentagem (Corrente)	PAN - Votos (Anterior)	PAN - Votos (Corrente)	PAN - Percentagem (Anterior)	PAN - Percentagem (Corrente)	PCP-PEV - Votos (Anterior)	PCP-PEV - Votos (Corrente)	PCP-PEV - Percentagem (Anterior)	PCP-PEV - Percentagem (Corrente)	PCTP/MRPP - Votos (Anterior)	PCTP/MRPP - Votos (Corrente)	PCTP/MRPP - Percentagem (Anterior)	PCTP/MRPP - Percentagem (Corrente)	PDR - Votos (Anterior)	PDR - Votos (Corrente)	PDR - Percentagem (Anterior)	PDR - Percentagem (Corrente)	PNR - Votos (Anterior)	PNR - Votos (Corrente)	PNR - Percentagem (Anterior)	PNR - Percentagem (Corrente)	PPD/PSD - Votos (Anterior)	PPD/PSD - Votos (Corrente)	PPD/PSD - Percentagem (Anterior)	PPD/PSD - Percentagem (Corrente)	PPD/PSD.CDS-PP.PPM - Votos (Anterior)	PPD/PSD.CDS-PP.PPM - Votos (Corrente)	PPD/PSD.CDS-PP.PPM - Percentagem (Anterior)	PPD/PSD.CDS-PP.PPM - Percentagem (Corrente)	PPM.PPV/CDC - Votos (Anterior)	PPM.PPV/CDC - Votos (Corrente)	PPM.PPV/CDC - Percentagem (Anterior)	PPM.PPV/CDC - Percentagem (Corrente)	PS - Votos (Anterior)	PS - Votos (Corrente)	PS - Percentagem (Anterior)	PS - Percentagem (Corrente)	PTP - Votos (Anterior)	PTP - Votos (Corrente)	PTP - Percentagem (Anterior)	PTP - Percentagem (Corrente)	PURP - Votos (Anterior)	PURP - Votos (Corrente)	PURP - Percentagem (Anterior)	PURP - Percentagem (Corrente)	R.I.R. - Votos (Anterior)	R.I.R. - Votos (Corrente)	R.I.R. - Percentagem (Anterior)	R.I.R. - Percentagem (Corrente)	VP - Votos (Anterior)	VP - Votos (Corrente)	VP - Percentagem (Anterior)	VP - Percentagem (Corrente)
LOCAL-010900	Aveiro	Santa Maria da Feira	*	125141	126672	0.3551	0.3843	1353	387	2205	590	496	0	0.0112	0.0000	0	786	0.0000	0.0161	4071	1839	0.0916	0.0378	2464	0	0.0555	0.0000	0	3665	0.0000	0.0753	0	92	0.0000	0.0019	383	4300	0.0086	0.0883	541	1212	0.0122	0.0249	81	55	0.0018	0.0011	0	56	0.0000	0.0012	458	52	0.0103	0.0011	0	64	0.0000	0.0013	1901	544	0.0428	0.0112	1190	777	0.0268	0.0160	304	0	0.0068	0.0000	252	0	0.0057	0.0000	179	0	0.0040	0.0000	12075	0	0.2718	0.0000	0	16961	0.0000	0.3485	346	0	0.0078	0.0000	15868	17058	0.3571	0.3504	125	50	0.0028	0.0010	141	0	0.0032	0.0000	0	97	0.0000	0.0020	0	90	0.0000	0.0018
LOCAL-011000	Aveiro	Ílhavo	*	35913	36278	0.2950	0.3777	258	87	673	213	200	0	0.0189	0.0000	0	208	0.0000	0.0152	1211	610	0.1143	0.0445	723	0	0.0682	0.0000	0	1407	0.0000	0.1027	0	32	0.0000	0.0023	57	1514	0.0054	0.1105	200	537	0.0189	0.0392	21	8	0.0020	0.0006	0	11	0.0000	0.0008	123	12	0.0116	0.0009	0	11	0.0000	0.0008	656	184	0.0619	0.0134	343	268	0.0324	0.0196	84	0	0.0079	0.0000	58	0	0.0055	0.0000	45	0	0.0042	0.0000	2933	0	0.2769	0.0000	0	4840	0.0000	0.3532	133	0	0.0126	0.0000	2806	3708	0.2649	0.2706	26	10	0.0025	0.0007	44	0	0.0042	0.0000	0	22	0.0000	0.0016	0	22	0.0000	0.0016
LOCAL-011100	Aveiro	Mealhada	*	18106	17714	0.3034	0.3899	131	54	354	123	69	0	0.0126	0.0000	0	69	0.0000	0.0100	714	337	0.1300	0.0488	208	0	0.0379	0.0000	0	538	0.0000	0.0779	0	16	0.0000	0.0023	37	512	0.0067	0.0741	48	227	0.0087	0.0329	6	13	0.0011	0.0019	0	8	0.0000	0.0012	45	3	0.0082	0.0004	0	7	0.0000	0.0010	222	53	0.0404	0.0077	277	218	0.0504	0.0316	45	0	0.0082	0.0000	33	0	0.0060	0.0000	24	0	0.0044	0.0000	1022	0	0.1861	0.0000	0	1974	0.0000	0.2858	67	0	0.0122	0.0000	2161	2724	0.3934	0.3944	13	3	0.0024	0.0004	17	0	0.0031	0.0000	0	14	0.0000	0.0020	0	13	0.0000	0.0019
LOCAL-011200	Aveiro	Murtosa	*	9851	9915	0.2268	0.3465	50	26	121	65	43	0	0.0192	0.0000	0	61	0.0000	0.0178	155	94	0.0694	0.0274	169	0	0.0756	0.0000	0	311	0.0000	0.0905	0	2	0.0000	0.0006	12	315	0.0054	0.0917	32	93	0.0143	0.0271	4	6	0.0018	0.0017	0	7	0.0000	0.0020	24	3	0.0107	0.0009	0	4	0.0000	0.0012	80	18	0.0358	0.0052	56	68	0.0251	0.0198	16	0	0.0072	0.0000	7	0	0.0031	0.0000	7	0	0.0031	0.0000	933	0	0.4176	0.0000	0	1521	0.0000	0.4427	27	0	0.0121	0.0000	485	822	0.2171	0.2392	5	2	0.0022	0.0006	8	0	0.0036	0.0000	0	6	0.0000	0.0017	0	12	0.0000	0.0035
LOCAL-011300	Aveiro	Oliveira de Azeméis	*	60356	60437	0.3573	0.3735	753	194	985	267	245	0	0.0114	0.0000	0	419	0.0000	0.0186	1804	714	0.0837	0.0316	1451	0	0.0673	0.0000	0	1735	0.0000	0.0769	0	49	0.0000	0.0022	110	1755	0.0051	0.0777	266	550	0.0123	0.0244	37	28	0.0017	0.0012	0	20	0.0000	0.0009	203	21	0.0094	0.0009	0	31	0.0000	0.0014	965	226	0.0447	0.0100	413	258	0.0192	0.0114	124	0	0.0058	0.0000	163	0	0.0076	0.0000	79	0	0.0037	0.0000	5905	0	0.2738	0.0000	0	8155	0.0000	0.3612	168	0	0.0078	0.0000	7758	8058	0.3597	0.3569	67	19	0.0031	0.0008	69	0	0.0032	0.0000	0	34	0.0000	0.0015	0	43	0.0000	0.0019
LOCAL-011400	Aveiro	Oliveira do Bairro	*	20848	20929	0.2895	0.3666	215	66	378	106	112	0	0.0186	0.0000	0	146	0.0000	0.0190	362	182	0.0600	0.0237	991	0	0.1642	0.0000	0	935	0.0000	0.1219	0	17	0.0000	0.0022	45	740	0.0075	0.0965	58	178	0.0096	0.0232	14	9	0.0023	0.0012	0	4	0.0000	0.0005	65	5	0.0108	0.0007	0	14	0.0000	0.0018	169	56	0.0280	0.0073	91	78	0.0151	0.0102	29	0	0.0048	0.0000	38	0	0.0063	0.0000	34	0	0.0056	0.0000	2205	0	0.3653	0.0000	0	3733	0.0000	0.4866	103	0	0.0171	0.0000	1080	1384	0.1789	0.1804	17	1	0.0028	0.0001	30	0	0.0050	0.0000	0	8	0.0000	0.0010	0	10	0.0000	0.0013
LOCAL-011500	Aveiro	Ovar	*	50354	50963	0.3482	0.4036	530	172	958	313	210	0	0.0120	0.0000	0	297	0.0000	0.0144	1969	1004	0.1123	0.0488	701	0	0.0400	0.0000	0	1448	0.0000	0.0704	0	26	0.0000	0.0013	180	1804	0.0103	0.0877	246	621	0.0140	0.0302	39	17	0.0022	0.0008	0	21	0.0000	0.0010	184	17	0.0105	0.0008	0	26	0.0000	0.0013	840	277	0.0479	0.0135	846	542	0.0483	0.0264	137	0	0.0078	0.0000	95	0	0.0054	0.0000	64	0	0.0037	0.0000	4426	0	0.2524	0.0000	0	6449	0.0000	0.3135	133	0	0.0076	0.0000	5865	7453	0.3345	0.3624	52	15	0.0030	0.0007	58	0	0.0033	0.0000	0	34	0.0000	0.0017	0	32	0.0000	0.0016
LOCAL-011600	Aveiro	São João da Madeira	*	20104	19479	0.3701	0.4383	179	64	397	124	92	0	0.0124	0.0000	0	99	0.0000	0.0116	774	332	0.1040	0.0389	462	0	0.0621	0.0000	0	615	0.0000	0.0720	0	22	0.0000	0.0026	50	816	0.0067	0.0956	109	280	0.0146	0.0328	9	3	0.0012	0.0004	0	7	0.0000	0.0008	125	3	0.0168	0.0004	0	5	0.0000	0.0006	371	95	0.0499	0.0111	302	229	0.0406	0.0268	46	0	0.0062	0.0000	37	0	0.0050	0.0000	38	0	0.0051	0.0000	1585	0	0.2130	0.0000	0	2625	0.0000	0.3075	58	0	0.0078	0.0000	2766	3188	0.3717	0.3734	10	0	0.0013	0.0000	31	0	0.0042	0.0000	0	12	0.0000	0.0014	0	18	0.0000	0.0021
LOCAL-011700	Aveiro	Sever do Vouga	*	10881	10279	0.3690	0.4670	176	35	248	88	56	0	0.0139	0.0000	0	95	0.0000	0.0198	258	135	0.0643	0.0281	550	0	0.1370	0.0000	0	449	0.0000	0.0935	0	5	0.0000	0.0010	12	317	0.0030	0.0660	36	132	0.0090	0.0275	5	5	0.0012	0.0010	0	3	0.0000	0.0006	20	2	0.0050	0.0004	0	5	0.0000	0.0010	117	26	0.0291	0.0054	68	51	0.0169	0.0106	13	0	0.0032	0.0000	21	0	0.0052	0.0000	12	0	0.0030	0.0000	1384	0	0.3447	0.0000	0	2292	0.0000	0.4775	46	0	0.0115	0.0000	972	1137	0.2421	0.2369	13	7	0.0032	0.0015	8	0	0.0020	0.0000	0	10	0.0000	0.0021	0	6	0.0000	0.0013
LOCAL-011800	Aveiro	Vagos	*	22007	22326	0.2924	0.3504	195	69	289	84	101	0	0.0157	0.0000	0	182	0.0000	0.0233	396	200	0.0615	0.0256	868	0	0.1349	0.0000	0	909	0.0000	0.1162	0	11	0.0000	0.0014	34	607	0.0053	0.0776	55	194	0.0085	0.0248	9	15	0.0014	0.0019	0	9	0.0000	0.0012	64	6	0.0099	0.0008	0	12	0.0000	0.0015	248	70	0.0385	0.0089	77	81	0.0120	0.0104	24	0	0.0037	0.0000	26	0	0.0040	0.0000	24	0	0.0037	0.0000	2962	0	0.4603	0.0000	0	4042	0.0000	0.5167	66	0	0.0103	0.0000	963	1293	0.1497	0.1653	14	10	0.0022	0.0013	20	0	0.0031	0.0000	0	14	0.0000	0.0018	0	15	0.0000	0.0019
LOCAL-011900	Aveiro	Vale de Cambra	*	20777	19855	0.3934	0.4286	362	84	455	114	85	0	0.0104	0.0000	0	167	0.0000	0.0196	550	275	0.0673	0.0323	1495	0	0.1829	0.0000	0	775	0.0000	0.0911	0	10	0.0000	0.0012	45	701	0.0055	0.0824	92	206	0.0113	0.0242	14	13	0.0017	0.0015	0	8	0.0000	0.0009	67	11	0.0082	0.0013	0	12	0.0000	0.0014	311	72	0.0381	0.0085	147	86	0.0180	0.0101	53	0	0.0065	0.0000	50	0	0.0061	0.0000	42	0	0.0051	0.0000	2040	0	0.2496	0.0000	0	3421	0.0000	0.4020	59	0	0.0072	0.0000	2250	2518	0.2753	0.2959	26	7	0.0032	0.0008	30	0	0.0037	0.0000	0	20	0.0000	0.0024	0	10	0.0000	0.0012
LOCAL-020100	Beja	Aljustrel	*	8169	7751	0.3616	0.4336	59	23	78	33	19	0	0.0064	0.0000	0	26	0.0000	0.0077	191	123	0.0647	0.0366	38	0	0.0129	0.0000	0	387	0.0000	0.1151	0	9	0.0000	0.0027	10	105	0.0034	0.0312	27	57	0.0091	0.0170	0	5	0.0000	0.0015	0	3	0.0000	0.0009	14	4	0.0047	0.0012	0	2	0.0000	0.0006	67	30	0.0227	0.0089	1054	857	0.3568	0.2550	68	0	0.0230	0.0000	6	0	0.0020	0.0000	9	0	0.0030	0.0000	112	0	0.0379	0.0000	0	360	0.0000	0.1071	45	0	0.0152	0.0000	1144	1326	0.3873	0.3945	5	3	0.0017	0.0009	8	0	0.0027	0.0000	0	5	0.0000	0.0015	0	3	0.0000	0.0009
LOCAL-020200	Beja	Almodôvar	*	6253	5990	0.2863	0.3738	50	32	61	31	9	0	0.0050	0.0000	0	34	0.0000	0.0152	192	91	0.1073	0.0406	67	0	0.0374	0.0000	0	284	0.0000	0.1268	0	5	0.0000	0.0022	7	96	0.0039	0.0429	10	37	0.0056	0.0165	3	6	0.0017	0.0027	0	1	0.0000	0.0004	6	1	0.0034	0.0004	0	7	0.0000	0.0031	64	28	0.0358	0.0125	152	118	0.0849	0.0527	24	0	0.0134	0.0000	5	0	0.0028	0.0000	3	0	0.0017	0.0000	227	0	0.1268	0.0000	0	532	0.0000	0.2376	25	0	0.0140	0.0000	878	923	0.4905	0.4122	2	3	0.0011	0.0013	5	0	0.0028	0.0000	0	5	0.0000	0.0022	0	5	0.0000	0.0022
LOCAL-020300	Beja	Alvito	*	1914	1864	0.3286	0.5048	19	11	19	14	4	0	0.0064	0.0000	0	7	0.0000	0.0074	61	43	0.0970	0.0457	21	0	0.0334	0.0000	0	117	0.0000	0.1243	0	1	0.0000	0.0011	7	73	0.0111	0.0776	11	44	0.0175	0.0468	0	0	0.0000	0.0000	0	1	0.0000	0.0011	6	2	0.0095	0.0021	0	0	0.0000	0.0000	9	4	0.0143	0.0043	146	124	0.2321	0.1318	13	0	0.0207	0.0000	1	0	0.0016	0.0000	5	0	0.0079	0.0000	75	0	0.1192	0.0000	0	184	0.0000	0.1955	16	0	0.0254	0.0000	210	310	0.3339	0.3294	1	0	0.0016	0.0000	5	0	0.0079	0.0000	0	3	0.0000	0.0032	0	3	0.0000	0.0032
LOCAL-020400	Beja	Barrancos	*	1325	1260	0.2687	0.3389	10	4	19	11	4	0	0.0112	0.0000	0	5	0.0000	0.0117	29	11	0.0815	0.0258	20	0	0.0562	0.0000	0	57	0.0000	0.1335	0	1	0.0000	0.0023	0	32	0.0000	0.0749	2	4	0.0056	0.0094	0	0	0.0000	0.0000	0	1	0.0000	0.0023	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	63	63	0.1770	0.1475	7	0	0.0197	0.0000	2	0	0.0056	0.0000	1	0	0.0028	0.0000	35	0	0.0983	0.0000	0	75	0.0000	0.1756	14	0	0.0393	0.0000	149	161	0.4185	0.3770	1	0	0.0028	0.0000	0	0	0.0000	0.0000	0	2	0.0000	0.0047	0	0	0.0000	0.0000
LOCAL-020500	Beja	Beja	*	29115	28375	0.3430	0.4072	235	75	338	124	165	0	0.0165	0.0000	0	95	0.0000	0.0082	1073	572	0.1074	0.0495	495	0	0.0496	0.0000	0	1384	0.0000	0.1198	0	27	0.0000	0.0023	27	724	0.0027	0.0627	133	354	0.0133	0.0306	17	12	0.0017	0.0010	0	14	0.0000	0.0012	76	12	0.0076	0.0010	0	13	0.0000	0.0011	342	109	0.0342	0.0094	2451	1743	0.2454	0.1508	186	0	0.0186	0.0000	21	0	0.0021	0.0000	50	0	0.0050	0.0000	1023	0	0.1024	0.0000	0	2474	0.0000	0.2141	228	0	0.0228	0.0000	3098	3784	0.3102	0.3275	8	3	0.0008	0.0003	21	0	0.0021	0.0000	0	11	0.0000	0.0010	0	25	0.0000	0.0022
LOCAL-020600	Beja	Castro Verde	*	6147	5999	0.3320	0.4104	31	19	53	21	9	0	0.0044	0.0000	0	21	0.0000	0.0085	240	140	0.1176	0.0569	64	0	0.0314	0.0000	0	248	0.0000	0.1007	0	5	0.0000	0.0020	11	148	0.0054	0.0601	17	78	0.0083	0.0317	4	6	0.0020	0.0024	0	1	0.0000	0.0004	10	2	0.0049	0.0008	0	3	0.0000	0.0012	64	30	0.0314	0.0122	587	477	0.2876	0.1937	39	0	0.0191	0.0000	2	0	0.0010	0.0000	3	0	0.0015	0.0000	128	0	0.0627	0.0000	0	368	0.0000	0.1495	25	0	0.0122	0.0000	744	884	0.3645	0.3591	2	0	0.0010	0.0000	8	0	0.0039	0.0000	0	3	0.0000	0.0012	0	8	0.0000	0.0032
LOCAL-020700	Beja	Cuba	*	3780	3642	0.3611	0.4363	27	19	39	18	11	0	0.0081	0.0000	0	5	0.0000	0.0031	66	60	0.0484	0.0378	38	0	0.0278	0.0000	0	166	0.0000	0.1045	0	0	0.0000	0.0000	2	79	0.0015	0.0497	15	48	0.0110	0.0302	2	2	0.0015	0.0013	0	0	0.0000	0.0000	6	1	0.0044	0.0006	0	1	0.0000	0.0006	41	14	0.0300	0.0088	472	350	0.3458	0.2203	34	0	0.0249	0.0000	2	0	0.0015	0.0000	3	0	0.0022	0.0000	83	0	0.0608	0.0000	0	249	0.0000	0.1567	29	0	0.0212	0.0000	492	576	0.3604	0.3625	2	0	0.0015	0.0000	1	0	0.0007	0.0000	0	0	0.0000	0.0000	0	1	0.0000	0.0006
LOCAL-020800	Beja	Ferreira do Alentejo	*	6591	6186	0.3300	0.4263	53	11	57	20	18	0	0.0083	0.0000	0	53	0.0000	0.0201	174	115	0.0800	0.0436	74	0	0.0340	0.0000	0	362	0.0000	0.1373	0	9	0.0000	0.0034	6	133	0.0028	0.0504	23	45	0.0106	0.0171	4	4	0.0018	0.0015	0	1	0.0000	0.0004	9	1	0.0041	0.0004	0	4	0.0000	0.0015	76	27	0.0349	0.0102	474	340	0.2179	0.1289	48	0	0.0221	0.0000	3	0	0.0014	0.0000	1	0	0.0005	0.0000	131	0	0.0602	0.0000	0	379	0.0000	0.1437	32	0	0.0147	0.0000	980	1122	0.4506	0.4255	4	3	0.0018	0.0011	8	0	0.0037	0.0000	0	5	0.0000	0.0019	0	3	0.0000	0.0011
LOCAL-020900	Beja	Mértola	*	6039	5583	0.3497	0.6378	36	36	74	48	17	0	0.0080	0.0000	0	31	0.0000	0.0087	156	149	0.0739	0.0418	60	0	0.0284	0.0000	0	356	0.0000	0.1000	0	7	0.0000	0.0020	3	155	0.0014	0.0435	17	82	0.0080	0.0230	1	1	0.0005	0.0003	0	4	0.0000	0.0011	3	2	0.0014	0.0006	0	3	0.0000	0.0008	44	28	0.0208	0.0079	603	688	0.2855	0.1932	54	0	0.0256	0.0000	4	0	0.0019	0.0000	5	0	0.0024	0.0000	112	0	0.0530	0.0000	0	526	0.0000	0.1477	10	0	0.0047	0.0000	903	1438	0.4276	0.4038	6	1	0.0028	0.0003	4	0	0.0019	0.0000	0	3	0.0000	0.0008	0	3	0.0000	0.0008
LOCAL-021000	Beja	Moura	*	12301	11779	0.2163	0.3366	35	27	78	38	16	0	0.0060	0.0000	0	18	0.0000	0.0045	185	110	0.0695	0.0277	129	0	0.0485	0.0000	0	701	0.0000	0.1768	0	11	0.0000	0.0028	1	193	0.0004	0.0487	16	99	0.0060	0.0250	2	3	0.0008	0.0008	0	11	0.0000	0.0028	13	2	0.0049	0.0005	0	9	0.0000	0.0023	46	27	0.0173	0.0068	641	616	0.2409	0.1554	92	0	0.0346	0.0000	7	0	0.0026	0.0000	18	0	0.0068	0.0000	232	0	0.0872	0.0000	0	712	0.0000	0.1796	89	0	0.0334	0.0000	1045	1379	0.3927	0.3478	3	2	0.0011	0.0005	13	0	0.0049	0.0000	0	1	0.0000	0.0003	0	6	0.0000	0.0015
LOCAL-021100	Beja	Odemira	*	20181	19941	0.3277	0.5617	239	111	245	133	70	0	0.0106	0.0000	0	116	0.0000	0.0104	674	619	0.1019	0.0553	207	0	0.0313	0.0000	0	1589	0.0000	0.1419	0	25	0.0000	0.0022	34	901	0.0051	0.0804	103	445	0.0156	0.0397	15	17	0.0023	0.0015	0	19	0.0000	0.0017	40	19	0.0060	0.0017	0	10	0.0000	0.0009	261	123	0.0395	0.0110	1118	1007	0.1690	0.0899	146	0	0.0221	0.0000	22	0	0.0033	0.0000	36	0	0.0054	0.0000	644	0	0.0974	0.0000	0	2312	0.0000	0.2064	109	0	0.0165	0.0000	2603	3689	0.3936	0.3293	21	7	0.0032	0.0006	27	0	0.0041	0.0000	0	23	0.0000	0.0021	0	36	0.0000	0.0032
LOCAL-021200	Beja	Ourique	*	4394	4177	0.3107	0.4855	40	24	41	24	15	0	0.0110	0.0000	0	32	0.0000	0.0158	87	58	0.0637	0.0286	43	0	0.0315	0.0000	0	201	0.0000	0.0991	0	4	0.0000	0.0020	4	67	0.0029	0.0330	15	43	0.0110	0.0212	6	6	0.0044	0.0030	0	1	0.0000	0.0005	3	1	0.0022	0.0005	0	3	0.0000	0.0015	33	17	0.0242	0.0084	196	161	0.1436	0.0794	15	0	0.0110	0.0000	7	0	0.0051	0.0000	6	0	0.0044	0.0000	299	0	0.2190	0.0000	0	550	0.0000	0.2712	30	0	0.0220	0.0000	517	828	0.3788	0.4083	3	2	0.0022	0.0010	5	0	0.0037	0.0000	0	3	0.0000	0.0015	0	3	0.0000	0.0015
LOCAL-021300	Beja	Serpa	*	12795	12236	0.3323	0.4284	97	27	105	44	15	0	0.0035	0.0000	0	35	0.0000	0.0067	287	196	0.0675	0.0374	145	0	0.0341	0.0000	0	591	0.0000	0.1127	0	9	0.0000	0.0017	10	226	0.0024	0.0431	32	123	0.0075	0.0235	5	5	0.0012	0.0010	0	4	0.0000	0.0008	18	3	0.0042	0.0006	0	7	0.0000	0.0013	103	42	0.0242	0.0080	1659	1325	0.3902	0.2528	89	0	0.0209	0.0000	15	0	0.0035	0.0000	17	0	0.0040	0.0000	297	0	0.0698	0.0000	0	902	0.0000	0.1721	95	0	0.0223	0.0000	1253	1678	0.2947	0.3201	3	2	0.0007	0.0004	7	0	0.0016	0.0000	0	5	0.0000	0.0010	0	18	0.0000	0.0034
LOCAL-021400	Beja	Vidigueira	*	4746	4571	0.3095	0.4148	26	13	62	35	13	0	0.0088	0.0000	0	11	0.0000	0.0058	109	71	0.0742	0.0374	43	0	0.0293	0.0000	0	220	0.0000	0.1160	0	5	0.0000	0.0026	4	86	0.0027	0.0454	19	44	0.0129	0.0232	1	1	0.0007	0.0005	0	1	0.0000	0.0005	5	2	0.0034	0.0011	0	1	0.0000	0.0005	31	19	0.0211	0.0100	414	308	0.2818	0.1624	31	0	0.0211	0.0000	7	0	0.0048	0.0000	6	0	0.0041	0.0000	106	0	0.0722	0.0000	0	360	0.0000	0.1899	31	0	0.0211	0.0000	556	713	0.3785	0.3761	0	2	0.0000	0.0011	5	0	0.0034	0.0000	0	3	0.0000	0.0016	0	1	0.0000	0.0005
LOCAL-030100	Braga	Amares	*	17404	17608	0.3286	0.4237	186	56	388	130	87	0	0.0152	0.0000	0	133	0.0000	0.0178	401	181	0.0701	0.0243	492	0	0.0860	0.0000	0	781	0.0000	0.1047	0	10	0.0000	0.0013	34	631	0.0059	0.0846	61	167	0.0107	0.0224	14	10	0.0024	0.0013	0	15	0.0000	0.0020	52	6	0.0091	0.0008	0	20	0.0000	0.0027	179	64	0.0313	0.0086	148	106	0.0259	0.0142	29	0	0.0051	0.0000	29	0	0.0051	0.0000	20	0	0.0035	0.0000	1707	0	0.2985	0.0000	0	2933	0.0000	0.3932	76	0	0.0133	0.0000	1772	2180	0.3098	0.2922	18	5	0.0031	0.0007	26	0	0.0045	0.0000	0	13	0.0000	0.0017	0	19	0.0000	0.0025
LOCAL-030200	Braga	Barcelos	*	106357	106660	0.3960	0.4515	1493	341	2826	807	391	0	0.0093	0.0000	0	892	0.0000	0.0185	2965	1385	0.0704	0.0288	2776	0	0.0659	0.0000	0	4528	0.0000	0.0940	0	100	0.0000	0.0021	246	3648	0.0058	0.0758	444	1115	0.0105	0.0232	649	69	0.0154	0.0014	0	44	0.0000	0.0009	319	37	0.0076	0.0008	0	135	0.0000	0.0028	1436	341	0.0341	0.0071	954	697	0.0226	0.0145	209	0	0.0050	0.0000	259	0	0.0061	0.0000	134	0	0.0032	0.0000	13745	0	0.3263	0.0000	0	20360	0.0000	0.4228	389	0	0.0092	0.0000	12621	13465	0.2996	0.2796	126	27	0.0030	0.0006	138	0	0.0033	0.0000	0	80	0.0000	0.0017	0	83	0.0000	0.0017
LOCAL-030300	Braga	Braga	*	165105	167594	0.3903	0.4512	1542	465	3453	955	919	0	0.0143	0.0000	0	967	0.0000	0.0128	7028	3434	0.1091	0.0454	3959	0	0.0614	0.0000	0	6154	0.0000	0.0814	0	148	0.0000	0.0020	591	8739	0.0092	0.1156	1294	3165	0.0201	0.0419	190	86	0.0029	0.0011	0	75	0.0000	0.0010	883	78	0.0137	0.0010	0	116	0.0000	0.0015	3151	894	0.0489	0.0118	3560	2359	0.0552	0.0312	488	0	0.0076	0.0000	252	0	0.0039	0.0000	276	0	0.0043	0.0000	15371	0	0.2385	0.0000	0	23674	0.0000	0.3131	784	0	0.0122	0.0000	20299	24026	0.3150	0.3178	234	45	0.0036	0.0006	173	0	0.0027	0.0000	0	82	0.0000	0.0011	0	150	0.0000	0.0020
LOCAL-030400	Braga	Cabeceiras de Basto	*	16902	16794	0.3385	0.4112	154	53	159	60	86	0	0.0150	0.0000	0	71	0.0000	0.0103	297	145	0.0519	0.0210	260	0	0.0454	0.0000	0	487	0.0000	0.0705	0	21	0.0000	0.0030	14	341	0.0024	0.0494	41	99	0.0072	0.0143	10	7	0.0017	0.0010	0	7	0.0000	0.0010	27	2	0.0047	0.0003	0	15	0.0000	0.0022	105	32	0.0184	0.0046	101	105	0.0177	0.0152	25	0	0.0044	0.0000	22	0	0.0038	0.0000	13	0	0.0023	0.0000	1661	0	0.2903	0.0000	0	2703	0.0000	0.3915	61	0	0.0107	0.0000	2666	2731	0.4659	0.3955	14	2	0.0024	0.0003	6	0	0.0010	0.0000	0	9	0.0000	0.0013	0	15	0.0000	0.0022
LOCAL-030500	Braga	Celorico de Basto	*	17952	17311	0.3185	0.4307	207	56	262	61	47	0	0.0082	0.0000	0	160	0.0000	0.0215	344	166	0.0602	0.0223	400	0	0.0700	0.0000	0	564	0.0000	0.0757	0	17	0.0000	0.0023	18	372	0.0031	0.0499	42	160	0.0073	0.0215	14	13	0.0024	0.0017	0	7	0.0000	0.0009	38	11	0.0066	0.0015	0	24	0.0000	0.0032	183	49	0.0320	0.0066	120	103	0.0210	0.0138	28	0	0.0049	0.0000	32	0	0.0056	0.0000	23	0	0.0040	0.0000	2157	0	0.3772	0.0000	0	3275	0.0000	0.4393	71	0	0.0124	0.0000	1685	2378	0.2947	0.3190	34	8	0.0059	0.0011	13	0	0.0023	0.0000	0	12	0.0000	0.0016	0	19	0.0000	0.0025
