Key	Distrito	Municipio	Freguesia	Eleitores (2022)	Eleitores (2024)	Percentagem de Votantes (2022)	Percentagem de Votantes (2024)	Votos Nulos (2022)	Votos Nulos (2024)	Votos Brancos (2022)	Votos Brancos (2024)	A - Percentagem (2022)	A - Percentagem (2024)	A - Votos (2022)	A - Votos (2024)	ADN - Percentagem (2022)	ADN - Percentagem (2024)	ADN - Votos (2022)	ADN - Votos (2024)	B.E. - Percentagem (2022)	B.E. - Percentagem (2024)	B.E. - Votos (2022)	B.E. - Votos (2024)	CDS-PP - Percentagem (2022)	CDS-PP - Percentagem (2024)	CDS-PP - Votos (2022)	CDS-PP - Votos (2024)	CH - Percentagem (2022)	CH - Percentagem (2024)	CH - Votos (2022)	CH - Votos (2024)	E - Percentagem (2022)	E - Percentagem (2024)	E - Votos (2022)	E - Votos (2024)	IL - Percentagem (2022)	IL - Percentagem (2024)	IL - Votos (2022)	IL - Votos (2024)	JPP - Percentagem (2022)	JPP - Percentagem (2024)	JPP - Votos (2022)	JPP - Votos (2024)	L - Percentagem (2022)	L - Percentagem (2024)	L - Votos (2022)	L - Votos (2024)	MAS - Percentagem (2022)	MAS - Percentagem (2024)	MAS - Votos (2022)	MAS - Votos (2024)	MPT - Percentagem (2022)	MPT - Percentagem (2024)	MPT - Votos (2022)	MPT - Votos (2024)	MPT.A - Percentagem (2022)	MPT.A - Percentagem (2024)	MPT.A - Votos (2022)	MPT.A - Votos (2024)	NC - Percentagem (2022)	NC - Percentagem (2024)	NC - Votos (2022)	NC - Votos (2024)	ND - Percentagem (2022)	ND - Percentagem (2024)	ND - Votos (2022)	ND - Votos (2024)	PAN - Percentagem (2022)	PAN - Percentagem (2024)	PAN - Votos (2022)	PAN - Votos (2024)	PCP-PEV - Percentagem (2022)	PCP-PEV - Percentagem (2024)	PCP-PEV - Votos (2022)	PCP-PEV - Votos (2024)	PCTP/MRPP - Percentagem (2022)	PCTP/MRPP - Percentagem (2024)	PCTP/MRPP - Votos (2022)	PCTP/MRPP - Votos (2024)	PPD/PSD - Percentagem (2022)	PPD/PSD - Percentagem (2024)	PPD/PSD - Votos (2022)	PPD/PSD - Votos (2024)	PPD/PSD.CDS-PP - Percentagem (2022)	PPD/PSD.CDS-PP - Percentagem (2024)	PPD/PSD.CDS-PP - Votos (2022)	PPD/PSD.CDS-PP - Votos (2024)	PPD/PSD.CDS-PP.PPM - Percentagem (2022)	PPD/PSD.CDS-PP.PPM - Percentagem (2024)	PPD/PSD.CDS-PP.PPM - Votos (2022)	PPD/PSD.CDS-PP.PPM - Votos (2024)	PPM - Percentagem (2022)	PPM - Percentagem (2024)	PPM - Votos (2022)	PPM - Votos (2024)	PS - Percentagem (2022)	PS - Percentagem (2024)	PS - Votos (2022)	PS - Votos (2024)	PTP - Percentagem (2022)	PTP - Percentagem (2024)	PTP - Votos (2022)	PTP - Votos (2024)	R.I.R. - Percentagem (2022)	R.I.R. - Percentagem (2024)	R.I.R. - Votos (2022)	R.I.R. - Votos (2024)	VP - Percentagem (2022)	VP - Percentagem (2024)	VP - Votos (2022)	VP - Votos (2024)
LOCAL-130315	Porto	Felgueiras	Pombeiro de Ribavizela	1913	1912	0.6529	0.7333	9	9	14	20	0	0	0	0	0.0008	0.0264	1	37	0.0376	0.0378	47	53	0.0192	0	24	0	0.0536	0.2019	67	283	0.0008	0.0007	1	1	0.0232	0.0435	29	61	0.0008	0.0021	1	3	0.0032	0.0171	4	24	0.0008	0	1	0	0	0	0	0	0	0	0	0	0.0016	0.0014	2	2	0	0.0043	0	6	0.0096	0.0086	12	12	0.0312	0.0228	39	32	0	0.0086	0	12	0.2962	0	370	0	0	0	0	0	0	0.2953	0	414	0	0	0	0	0.4996	0.3031	624	425	0	0	0	0	0.0016	0.005	2	7	0.0016	0.0007	2	1
LOCAL-130317	Porto	Felgueiras	Refontoura	1764	1766	0.5867	0.6653	15	17	11	14	0.001	0	1	0	0.001	0.0306	1	36	0.0319	0.0315	33	37	0.0087	0	9	0	0.0522	0.1915	54	225	0.0039	0	4	0	0.0319	0.0306	33	36	0	0.0009	0	1	0.0039	0.0162	4	19	0.001	0	1	0	0.0019	0	2	0	0	0	0	0	0.0019	0.0009	2	1	0	0.0026	0	3	0.0068	0.0145	7	17	0.0135	0.006	14	7	0	0.0017	0	2	0.3362	0	348	0	0	0	0	0	0	0.3243	0	381	0	0	0	0	0.4696	0.3123	486	367	0	0	0	0	0.0068	0.0077	7	9	0.0029	0.0026	3	3
LOCAL-130318	Porto	Felgueiras	Regilde	1068	1046	0.6676	0.717	4	7	9	15	0.0014	0	1	0	0.0014	0.0227	1	17	0.0309	0.0253	22	19	0.0112	0	8	0	0.0238	0.116	17	87	0	0.0013	0	1	0.021	0.0453	15	34	0.0014	0.0027	1	2	0.0084	0.036	6	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	1	0.0084	0.012	6	9	0.0154	0.0133	11	10	0	0.0013	0	1	0.1879	0	134	0	0	0	0	0	0	0.1893	0	142	0	0	0	0	0.6662	0.4907	475	368	0	0	0	0	0.0042	0.0093	3	7	0	0.004	0	3
LOCAL-130319	Porto	Felgueiras	Revinhade	587	596	0.7342	0.7819	7	4	3	9	0	0	0	0	0	0.0408	0	19	0.0418	0.0236	18	11	0.0186	0	8	0	0.0441	0.1695	19	79	0	0	0	0	0.0232	0.0601	10	28	0.0023	0.0043	1	2	0.0046	0.0172	2	8	0.0023	0	1	0	0	0	0	0	0	0	0	0	0	0.0043	0	2	0	0	0	0	0.007	0.0107	3	5	0.007	0.0107	3	5	0	0.0043	0	2	0.2668	0	115	0	0	0	0	0	0	0.2382	0	111	0	0	0	0	0.5499	0.367	237	171	0	0	0	0	0.0093	0.015	4	7	0	0.0064	0	3
LOCAL-130324	Porto	Felgueiras	Sendim	1393	1412	0.6676	0.7465	10	10	11	13	0	0	0	0	0.0011	0.0417	1	44	0.0344	0.0332	32	35	0.0129	0	12	0	0.0677	0.2362	63	249	0.0022	0.0019	2	2	0.0258	0.0313	24	33	0	0	0	0	0.0075	0.019	7	20	0.0011	0	1	0	0.0022	0	2	0	0	0	0	0	0.0011	0.0009	1	1	0	0.0028	0	3	0.0032	0.0114	3	12	0.0194	0.0066	18	7	0	0.0019	0	2	0.3387	0	315	0	0	0	0	0	0	0.3169	0	334	0	0	0	0	0.4538	0.2676	422	282	0	0	0	0	0.0065	0.0047	6	5	0	0.0019	0	2
LOCAL-130337	Porto	Felgueiras	Torrados e Sousa	2998	2998	0.6324	0.6985	21	13	20	25	0.0005	0	1	0	0.0011	0.0282	2	59	0.0274	0.0344	52	72	0.0127	0	24	0	0.0469	0.2116	89	443	0.0005	0.0005	1	1	0.0285	0.0325	54	68	0.0005	0.0029	1	6	0.0047	0.0167	9	35	0	0	0	0	0.0005	0	1	0	0	0	0	0	0.0011	0.0005	2	1	0	0.001	0	2	0.0074	0.01	14	21	0.009	0.0057	17	12	0	0.0038	0	8	0.2774	0	526	0	0	0	0	0	0	0.2798	0	586	0	0	0	0	0.5549	0.3462	1052	725	0.0005	0	1	0	0.0042	0.0081	8	17	0.0005	0	1	0
LOCAL-130338	Porto	Felgueiras	Unhão e Lordelo	1084	1085	0.6033	0.6756	3	4	7	8	0.0015	0	1	0	0	0.03	0	22	0.0214	0.0355	14	26	0.0138	0	9	0	0.0352	0.1855	23	136	0.0015	0	1	0	0.0229	0.0464	15	34	0	0.0014	0	1	0.0046	0.015	3	11	0.0015	0	1	0	0	0	0	0	0	0	0	0	0	0.0027	0	2	0	0	0	0	0.0107	0.0082	7	6	0.0138	0.015	9	11	0	0.0041	0	3	0.3654	0	239	0	0	0	0	0	0	0.3247	0	238	0	0	0	0	0.4786	0.3029	313	222	0.0015	0	1	0	0.0122	0.0123	8	9	0	0	0	0
LOCAL-130339	Porto	Felgueiras	Vila Cova da Lixa e Borba de Godim	5741	5754	0.5797	0.659	20	34	30	61	0	0	0	0	0.0021	0.0227	7	86	0.021	0.0264	70	100	0.0144	0	48	0	0.0499	0.1635	166	620	0.0012	0.0003	4	1	0.0313	0.044	104	167	0.0009	0.0008	3	3	0.0039	0.0153	13	58	0.0003	0	1	0	0	0	0	0	0	0	0	0	0.0003	0.0005	1	2	0	0.0024	0	9	0.0129	0.0164	43	62	0.0135	0.009	45	34	0	0.0034	0	13	0.4038	0	1344	0	0	0	0	0	0	0.3945	0	1496	0	0	0	0	0.4198	0.2682	1397	1017	0.0012	0	4	0	0.0078	0.0061	26	23	0.0006	0.0016	2	6
LOCAL-130340	Porto	Felgueiras	Vila Fria e Vizela (São Jorge)	1044	1026	0.6408	0.7398	2	7	5	4	0.0015	0	1	0	0.0015	0.0277	1	21	0.0224	0.0343	15	26	0.0149	0	10	0	0.0658	0.2398	44	182	0	0.0013	0	1	0.0179	0.0303	12	23	0	0.0026	0	2	0.006	0.0198	4	15	0.0015	0	1	0	0.0015	0	1	0	0	0	0	0	0	0.0026	0	2	0	0.004	0	3	0.009	0.0092	6	7	0.0149	0.0132	10	10	0	0.0105	0	8	0.2511	0	168	0	0	0	0	0	0	0.2227	0	169	0	0	0	0	0.568	0.3505	380	266	0	0	0	0	0.0135	0.0132	9	10	0	0.004	0	3
LOCAL-130341	Porto	Felgueiras	Vila Verde e Santão	1430	1401	0.5902	0.6709	8	13	12	13	0.0012	0	1	0	0.0024	0.0266	2	25	0.0095	0.017	8	16	0.0225	0	19	0	0.0427	0.1287	36	121	0.0036	0.0011	3	1	0.0261	0.0426	22	40	0	0	0	0	0.0024	0.016	2	15	0.0012	0	1	0	0	0	0	0	0	0	0	0	0	0.0011	0	1	0	0.0021	0	2	0.0059	0.0085	5	8	0.0107	0.0053	9	5	0	0.0011	0	1	0.3874	0	327	0	0	0	0	0	0	0.4043	0	380	0	0	0	0	0.4443	0.3053	375	287	0.0036	0	3	0	0.0118	0.0117	10	11	0.0012	0.0011	1	1
LOCAL-130412	Porto	Gondomar	Baguim do Monte (Rio Tinto)	12602	12622	0.6243	0.7209	75	107	76	99	0.0001	0	1	0	0.0006	0.0136	5	124	0.0566	0.0586	445	533	0.0094	0	74	0	0.0515	0.1738	405	1581	0.001	0.0009	8	8	0.0477	0.0639	375	581	0.0001	0.001	1	9	0.0083	0.0267	65	243	0.0013	0	10	0	0.0004	0	3	0	0	0	0	0	0.0008	0.0007	6	6	0	0.001	0	9	0.0217	0.0234	171	213	0.0414	0.03	326	273	0	0.0033	0	30	0.2846	0	2239	0	0	0	0	0	0	0.2454	0	2233	0	0	0	0	0.4471	0.3267	3517	2973	0.0001	0	1	0	0.0072	0.0071	57	65	0.0009	0.0013	7	12
LOCAL-130413	Porto	Gondomar	Fânzeres e São Pedro da Cova	33741	33610	0.5436	0.6486	172	269	157	299	0.0004	0	8	0	0.001	0.0148	19	323	0.0601	0.0564	1103	1229	0.01	0	183	0	0.0508	0.1956	931	4263	0.0013	0.0007	24	15	0.0361	0.0466	663	1015	0.0005	0.0014	9	31	0.0089	0.0273	163	594	0.001	0	19	0	0.0005	0	10	0	0	0	0	0	0.001	0.0005	19	11	0	0.0018	0	39	0.02	0.0277	366	604	0.0738	0.0551	1354	1200	0	0.0058	0	126	0.2233	0	4095	0	0	0	0	0	0	0.1985	0	4327	0	0	0	0	0.4865	0.3315	8923	7227	0.0004	0	8	0	0.0056	0.0089	102	193	0.0008	0.0015	14	33
LOCAL-130414	Porto	Gondomar	Foz do Sousa e Covelo	6437	6480	0.6495	0.7208	51	64	57	73	0.0002	0	1	0	0.0007	0.0188	3	88	0.0452	0.0413	189	193	0.0141	0	59	0	0.0438	0.1591	183	743	0.0012	0.0006	5	3	0.0387	0.0544	162	254	0.0005	0.0019	2	9	0.0062	0.0231	26	108	0.0005	0	2	0	0.0012	0	5	0	0	0	0	0	0.001	0.0009	4	4	0	0.0024	0	11	0.0139	0.0176	58	82	0.0378	0.0283	158	132	0	0.0047	0	22	0.3215	0	1344	0	0	0	0	0	0	0.2967	0	1386	0	0	0	0	0.4348	0.3076	1818	1437	0.0005	0	2	0	0.011	0.0111	46	52	0.0014	0.0021	6	10
LOCAL-130415	Porto	Gondomar	Gondomar (São Cosme), Valbom e Jovim	42003	41866	0.6297	0.719	246	361	290	442	0.0002	0	5	0	0.0022	0.0167	59	503	0.0563	0.0571	1488	1719	0.0112	0	296	0	0.0394	0.145	1041	4365	0.0007	0.0005	19	15	0.0512	0.0578	1355	1741	0.0006	0.0012	17	36	0.0127	0.0334	337	1006	0.0011	0	28	0	0.0009	0	23	0	0	0	0	0	0.0009	0.0004	25	11	0	0.0016	0	48	0.0219	0.0256	578	770	0.0458	0.0318	1211	957	0	0.0041	0	122	0.3093	0	8181	0	0	0	0	0	0	0.2885	0	8683	0	0	0	0	0.4169	0.3018	11026	9086	0.0006	0	17	0	0.0069	0.0067	182	202	0.0009	0.0012	24	35
LOCAL-130405	Porto	Gondomar	Lomba	1319	1263	0.4996	0.5717	4	10	7	5	0	0	0	0	0.0046	0.0139	3	10	0.0774	0.0443	51	32	0.0121	0	8	0	0.0819	0.205	54	148	0.0015	0	1	0	0.0349	0.0374	23	27	0.0015	0.0014	1	1	0.0106	0.018	7	13	0.0046	0	3	0	0	0	0	0	0	0	0	0	0	0.0014	0	1	0	0.0014	0	1	0.0152	0.0222	10	16	0.0197	0.0249	13	18	0	0.0014	0	1	0.2656	0	175	0	0	0	0	0	0	0.2341	0	169	0	0	0	0	0.434	0.3684	286	266	0.0015	0	1	0	0.0167	0.0042	11	3	0.0015	0.0014	1	1
LOCAL-130416	Porto	Gondomar	Melres e Medas	4854	4819	0.6613	0.7404	26	40	39	70	0.0006	0	2	0	0.0009	0.0151	3	54	0.0433	0.0339	139	121	0.0156	0	50	0	0.0427	0.1477	137	527	0.0003	0.0022	1	8	0.0296	0.0432	95	154	0.0006	0.0008	2	3	0.0069	0.0263	22	94	0.0012	0	4	0	0.0006	0	2	0	0	0	0	0	0.0006	0	2	0	0	0.002	0	7	0.0112	0.0168	36	60	0.0371	0.0255	119	91	0	0.0031	0	11	0.2735	0	878	0	0	0	0	0	0	0.2612	0	932	0	0	0	0	0.5047	0.3739	1620	1334	0	0	0	0	0.01	0.0154	32	55	0.0003	0.002	1	7
LOCAL-130408	Porto	Gondomar	Rio Tinto	45197	45223	0.616	0.7021	219	316	266	453	0.0003	0	9	0	0.0019	0.0142	52	450	0.0614	0.0591	1710	1876	0.0103	0	288	0	0.0456	0.147	1269	4667	0.0009	0.0007	26	21	0.0469	0.0576	1307	1829	0.0004	0.001	12	31	0.0117	0.037	327	1174	0.0008	0	23	0	0.0009	0	24	0	0	0	0	0	0.0006	0.0006	16	19	0	0.0014	0	43	0.0217	0.0282	603	897	0.0465	0.0345	1296	1095	0	0.0031	0	98	0.2712	0	7552	0	0	0	0	0	0	0.2536	0	8051	0	0	0	0	0.4542	0.3309	12645	10506	0.0003	0	7	0	0.0061	0.0058	170	184	0.0008	0.0014	21	43
LOCAL-130502	Porto	Lousada	Aveleda	1655	1719	0.6157	0.6812	7	17	11	19	0.002	0	2	0	0	0.0179	0	21	0.0137	0.0282	14	33	0.0088	0	9	0	0.0491	0.1998	50	234	0.001	0.0009	1	1	0.0226	0.0393	23	46	0	0.0017	0	2	0.0098	0.0222	10	26	0.001	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	2	0.0049	0.0043	5	5	0.0137	0.0111	14	13	0	0.0017	0	2	0.2964	0	302	0	0	0	0	0	0	0.3032	0	355	0	0	0	0	0.5397	0.3185	550	373	0	0	0	0	0.0186	0.0171	19	20	0.001	0.0017	1	2
LOCAL-130504	Porto	Lousada	Caíde de Rei	2243	2241	0.5671	0.6555	20	13	11	16	0.0008	0	1	0	0	0.0163	0	24	0.0354	0.0259	45	38	0.0079	0	10	0	0.0409	0.1777	52	261	0.0024	0	3	0	0.0275	0.0381	35	56	0	0.0014	0	2	0.0055	0.0293	7	43	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0.0014	2	2	0	0.0014	0	2	0.0039	0.0082	5	12	0.0149	0.0191	19	28	0	0.0014	0	2	0.3082	0	392	0	0	0	0	0	0	0.2743	0	403	0	0	0	0	0.5079	0.3656	646	537	0.0008	0	1	0	0.0181	0.0184	23	27	0	0.002	0	3
LOCAL-130527	Porto	Lousada	Cernadelo e Lousada (São Miguel e Santa Margarida)	1909	1926	0.5799	0.6776	13	12	8	7	0	0	0	0	0	0.0215	0	28	0.0316	0.0383	35	50	0.0081	0	9	0	0.0614	0.2452	68	320	0.0009	0.0008	1	1	0.0217	0.0375	24	49	0	0	0	0	0.0054	0.0207	6	27	0.0045	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0023	0	3	0.0099	0.0123	11	16	0.0208	0.0161	23	21	0	0.0038	0	5	0.336	0	372	0	0	0	0	0	0	0.2904	0	379	0	0	0	0	0.4598	0.282	509	368	0	0	0	0	0.019	0.013	21	17	0.0018	0.0015	2	2
LOCAL-130528	Porto	Lousada	Cristelos, Boim e Ordem	6394	6559	0.6434	0.7114	41	57	39	64	0	0	0	0	0.0002	0.018	1	84	0.0309	0.0362	127	169	0.0124	0	51	0	0.0452	0.1802	186	841	0.0022	0.0009	9	4	0.0328	0.0454	135	212	0.0002	0.0028	1	13	0.0075	0.0257	31	120	0.0005	0	2	0	0.0007	0	3	0	0	0	0	0	0.001	0.0006	4	3	0	0.0028	0	13	0.0122	0.0148	50	69	0.017	0.015	70	70	0	0.0028	0	13	0.3211	0	1321	0	0	0	0	0	0	0.3045	0	1421	0	0	0	0	0.4813	0.3099	1980	1446	0.0002	0	1	0	0.0146	0.0131	60	61	0.0005	0.0013	2	6
LOCAL-130529	Porto	Lousada	Figueiras e Covas	1864	1910	0.6888	0.7675	19	16	19	13	0	0	0	0	0	0.0273	0	40	0.0288	0.028	37	41	0.0117	0	15	0	0.0514	0.2121	66	311	0	0.002	0	3	0.0226	0.0382	29	56	0	0.0007	0	1	0.0047	0.0184	6	27	0	0	0	0	0.0008	0	1	0	0	0	0	0	0.0008	0.0007	1	1	0	0.0014	0	2	0.0148	0.0191	19	28	0.0195	0.0109	25	16	0	0.002	0	3	0.3762	0	483	0	0	0	0	0	0	0.3336	0	489	0	0	0	0	0.4198	0.264	539	387	0.0016	0	2	0	0.0171	0.0211	22	31	0.0008	0.0007	1	1
LOCAL-130510	Porto	Lousada	Lodares	1750	1776	0.6834	0.7658	13	16	6	22	0	0	0	0	0.0017	0.0279	2	38	0.0209	0.036	25	49	0.0151	0	18	0	0.0661	0.1949	79	265	0	0	0	0	0.0276	0.0412	33	56	0	0.0029	0	4	0.0092	0.0257	11	35	0	0	0	0	0.0008	0	1	0	0	0	0	0	0	0.0022	0	3	0	0	0	0	0.0067	0.0088	8	12	0.0142	0.014	17	19	0	0.0007	0	1	0.2977	0	356	0	0	0	0	0	0	0.2875	0	391	0	0	0	0	0.49	0.3051	586	415	0.0008	0	1	0	0.0334	0.0235	40	32	0	0.0015	0	2
LOCAL-130530	Porto	Lousada	Lustosa e Barrosas (Santo Estêvão)	5103	5206	0.6071	0.6888	37	30	25	51	0.0006	0	2	0	0.0016	0.0187	5	67	0.0332	0.041	103	147	0.0132	0	41	0	0.0613	0.2429	190	871	0.0016	0	5	0	0.0294	0.0466	91	167	0.001	0.0022	3	8	0.0068	0.0181	21	65	0.001	0	3	0	0	0	0	0	0	0	0	0	0.0016	0.0014	5	5	0	0.0017	0	6	0.0081	0.0139	25	50	0.0232	0.0159	72	57	0	0.0031	0	11	0.2547	0	789	0	0	0	0	0	0	0.2501	0	897	0	0	0	0	0.532	0.3104	1648	1113	0.001	0	3	0	0.009	0.0095	28	34	0.0006	0.002	2	7
LOCAL-130512	Porto	Lousada	Macieira	1334	1373	0.5922	0.6679	8	12	3	14	0.0013	0	1	0	0.0038	0.0131	3	12	0.0278	0.0294	22	27	0.0051	0	4	0	0.0557	0.2312	44	212	0	0	0	0	0.019	0.0338	15	31	0	0.0011	0	1	0.0025	0.0131	2	12	0.0013	0	1	0	0.0013	0	1	0	0	0	0	0	0	0.0022	0	2	0	0.0033	0	3	0.0101	0.0098	8	9	0.0089	0.0087	7	8	0	0.0044	0	4	0.2987	0	236	0	0	0	0	0	0	0.2704	0	248	0	0	0	0	0.5354	0.3435	423	315	0	0	0	0	0.0139	0.0065	11	6	0.0013	0.0011	1	1
LOCAL-130513	Porto	Lousada	Meinedo	3419	3454	0.6449	0.7012	13	19	18	29	0	0	0	0	0.0009	0.0198	2	48	0.0358	0.0293	79	71	0.0068	0	15	0	0.0413	0.1561	91	378	0.0009	0.0012	2	3	0.0236	0.0343	52	83	0.0005	0.0012	1	3	0.0027	0.0235	6	57	0	0	0	0	0.0005	0	1	0	0	0	0	0	0.0009	0.0012	2	3	0	0.0008	0	2	0.0113	0.0124	25	30	0.0254	0.0211	56	51	0	0.0054	0	13	0.2522	0	556	0	0	0	0	0	0	0.2453	0	594	0	0	0	0	0.566	0.4017	1248	973	0.0005	0	1	0	0.0159	0.026	35	63	0.0009	0.0008	2	2
LOCAL-130531	Porto	Lousada	Nespereira e Casais	2996	3022	0.6762	0.73	34	29	21	33	0.0005	0	1	0	0.0015	0.0213	3	47	0.0331	0.0349	67	77	0.0099	0	20	0	0.039	0.1691	79	373	0	0.0014	0	3	0.0271	0.0403	55	89	0	0.0009	0	2	0.0089	0.0258	18	57	0.0005	0	1	0	0.0005	0	1	0	0	0	0	0	0.001	0.0005	2	1	0	0.0018	0	4	0.0074	0.01	15	22	0.0084	0.0095	17	21	0	0.0045	0	10	0.349	0	707	0	0	0	0	0	0	0.3033	0	669	0	0	0	0	0.4664	0.3305	945	729	0.001	0	2	0	0.0188	0.0168	38	37	0	0.0014	0	3
LOCAL-130515	Porto	Lousada	Nevogilde	2192	2171	0.6419	0.7006	10	9	16	18	0	0	0	0	0	0.0263	0	40	0.0163	0.0197	23	30	0.0128	0	18	0	0.032	0.1506	45	229	0	0.0007	0	1	0.0327	0.0335	46	51	0	0.0007	0	1	0.0028	0.0105	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0.0014	0.0007	2	1	0	0.0053	0	8	0.0064	0.0066	9	10	0.0114	0.0105	16	16	0	0.002	0	3	0.3674	0	517	0	0	0	0	0	0	0.384	0	584	0	0	0	0	0.4861	0.311	684	473	0.0014	0	2	0	0.0107	0.0178	15	27	0	0.0026	0	4
LOCAL-130532	Porto	Lousada	Silvares, Pias, Nogueira e Alvarenga	5686	5791	0.6704	0.7417	38	38	36	56	0.0008	0	3	0	0.0003	0.0193	1	83	0.0359	0.0363	137	156	0.0155	0	59	0	0.0412	0.1751	157	752	0.0013	0.0002	5	1	0.0315	0.0473	120	203	0.0003	0.0021	1	9	0.0084	0.0321	32	138	0	0	0	0	0.0003	0	1	0	0	0	0	0	0.0008	0.0012	3	5	0	0.0009	0	4	0.0152	0.017	58	73	0.0186	0.0119	71	51	0	0.0028	0	12	0.3843	0	1465	0	0	0	0	0	0	0.3497	0	1502	0	0	0	0	0.4111	0.2689	1567	1155	0.0003	0	1	0	0.0139	0.0121	53	52	0.001	0.0012	4	5
LOCAL-130524	Porto	Lousada	Sousela	1542	1568	0.6135	0.6945	9	13	14	30	0	0	0	0	0.0011	0.023	1	25	0.0328	0.0266	31	29	0.0148	0	14	0	0.0433	0.1938	41	211	0.0042	0.0009	4	1	0.0349	0.0367	33	40	0	0	0	0	0.0011	0.0101	1	11	0.0021	0	2	0	0.0011	0	1	0	0	0	0	0	0.0011	0	1	0	0	0.0028	0	3	0.0053	0.0119	5	13	0.018	0.0165	17	18	0	0.0037	0	4	0.3753	0	355	0	0	0	0	0	0	0.36	0	392	0	0	0	0	0.4239	0.2571	401	280	0.0011	0	1	0	0.0148	0.0156	14	17	0.0011	0.0018	1	2
LOCAL-130525	Porto	Lousada	Torno	2326	2330	0.5993	0.6876	14	14	11	21	0.0007	0	1	0	0	0.0225	0	36	0.0208	0.0281	29	45	0.0115	0	16	0	0.0409	0.1829	57	293	0.0007	0	1	0	0.0244	0.0406	34	65	0	0.0012	0	2	0.0057	0.0162	8	26	0.0007	0	1	0	0.0007	0	1	0	0	0	0	0	0.0014	0.0006	2	1	0	0.0012	0	2	0.0079	0.0069	11	11	0.0151	0.015	21	24	0	0.0031	0	5	0.3587	0	500	0	0	0	0	0	0	0.3308	0	530	0	0	0	0	0.4806	0.3146	670	504	0	0	0	0	0.0122	0.0106	17	17	0	0.0037	0	6
LOCAL-130526	Porto	Lousada	Vilar do Torno e Alentém	1154	1153	0.6101	0.6973	5	9	6	14	0.0014	0	1	0	0	0.0299	0	24	0.0213	0.0286	15	23	0.0142	0	10	0	0.0341	0.1841	24	148	0.0014	0	1	0	0.0241	0.0286	17	23	0	0.0025	0	2	0.0114	0.0274	8	22	0	0	0	0	0.0014	0	1	0	0	0	0	0	0.0071	0.0012	5	1	0	0.0012	0	1	0.0057	0.0075	4	6	0.017	0.0149	12	12	0	0.005	0	4	0.2855	0	201	0	0	0	0	0	0	0.2463	0	198	0	0	0	0	0.544	0.3806	383	306	0	0	0	0	0.0142	0.0124	10	10	0.0014	0.0012	1	1
LOCAL-130601	Porto	Maia	Águas Santas	23291	23245	0.6388	0.7359	97	169	174	218	0.0003	0	5	0	0.0022	0.0132	33	226	0.0635	0.0619	945	1059	0.0095	0	142	0	0.0438	0.1497	651	2560	0.0008	0.0006	12	10	0.054	0.0634	803	1085	0.0005	0.001	7	17	0.0109	0.0384	162	657	0.0011	0	16	0	0.0011	0	17	0	0	0	0	0	0.0009	0.0009	14	15	0	0.0013	0	23	0.0242	0.0293	360	501	0.0371	0.0253	552	433	0	0.0034	0	59	0.2836	0	4220	0	0	0	0	0	0	0.2585	0	4421	0	0	0	0	0.4414	0.3227	6567	5519	0.0004	0	6	0	0.0057	0.0062	85	106	0.0007	0.0016	11	27
LOCAL-130618	Porto	Maia	Castêlo da Maia	16009	16159	0.6487	0.7287	94	118	130	170	0.0005	0	5	0	0.0018	0.0177	19	209	0.0459	0.0454	477	535	0.0129	0	134	0	0.0426	0.1629	442	1918	0.0001	0.0007	1	8	0.0664	0.0746	690	879	0.0005	0.0011	5	13	0.0124	0.0319	129	376	0.001	0	10	0	0.001	0	10	0	0	0	0	0	0.001	0.0005	10	6	0	0.0012	0	14	0.0204	0.0234	212	276	0.0243	0.0172	252	202	0	0.0027	0	32	0.3552	0	3689	0	0	0	0	0	0	0.3222	0	3794	0	0	0	0	0.3848	0.2651	3996	3121	0.0005	0	5	0	0.0056	0.007	58	82	0.0016	0.0019	17	22
LOCAL-130619	Porto	Maia	Cidade da Maia	35125	35162	0.6823	0.7557	173	219	281	363	0.0006	0	14	0	0.0015	0.015	36	398	0.0517	0.0482	1240	1280	0.0129	0	308	0	0.0364	0.1181	873	3139	0.001	0.0007	24	18	0.074	0.0793	1773	2106	0.0003	0.0007	8	18	0.0149	0.0438	356	1163	0.0007	0	17	0	0.0014	0	33	0	0	0	0	0	0.0006	0.0002	14	6	0	0.0013	0	34	0.0227	0.0262	545	696	0.0298	0.02	714	532	0	0.0026	0	70	0.3623	0	8683	0	0	0	0	0	0	0.3461	0	9195	0	0	0	0	0.3654	0.2703	8757	7183	0.0003	0	8	0	0.0036	0.0039	87	104	0.0009	0.0018	22	47
