Key	Distrito	Municipio	Freguesia	Eleitores (Anterior)	Eleitores (Corrente)	Percentagem de Votantes (Anterior)	Percentagem de Votantes (Corrente)	Votos Nulos (Anterior)	Votos Nulos (Corrente)	Votos Brancos (Anterior)	Votos Brancos (Corrente)	ADN - Votos (Anterior)	ADN - Votos (Corrente)	ADN - Percentagem (Anterior)	ADN - Percentagem (Corrente)	B.E. - Votos (Anterior)	B.E. - Votos (Corrente)	B.E. - Percentagem (Anterior)	B.E. - Percentagem (Corrente)	CH - Votos (Anterior)	CH - Votos (Corrente)	CH - Percentagem (Anterior)	CH - Percentagem (Corrente)	E - Votos (Anterior)	E - Votos (Corrente)	E - Percentagem (Anterior)	E - Percentagem (Corrente)	IL - Votos (Anterior)	IL - Votos (Corrente)	IL - Percentagem (Anterior)	IL - Percentagem (Corrente)	JPP - Votos (Anterior)	JPP - Votos (Corrente)	JPP - Percentagem (Anterior)	JPP - Percentagem (Corrente)	L - Votos (Anterior)	L - Votos (Corrente)	L - Percentagem (Anterior)	L - Percentagem (Corrente)	MPT - Votos (Anterior)	MPT - Votos (Corrente)	MPT - Percentagem (Anterior)	MPT - Percentagem (Corrente)	MPT.A - Votos (Anterior)	MPT.A - Votos (Corrente)	MPT.A - Percentagem (Anterior)	MPT.A - Percentagem (Corrente)	NC - Votos (Anterior)	NC - Votos (Corrente)	NC - Percentagem (Anterior)	NC - Percentagem (Corrente)	ND - Votos (Anterior)	ND - Votos (Corrente)	ND - Percentagem (Anterior)	ND - Percentagem (Corrente)	PAN - Votos (Anterior)	PAN - Votos (Corrente)	PAN - Percentagem (Anterior)	PAN - Percentagem (Corrente)	PCP-PEV - Votos (Anterior)	PCP-PEV - Votos (Corrente)	PCP-PEV - Percentagem (Anterior)	PCP-PEV - Percentagem (Corrente)	PCTP/MRPP - Votos (Anterior)	PCTP/MRPP - Votos (Corrente)	PCTP/MRPP - Percentagem (Anterior)	PCTP/MRPP - Percentagem (Corrente)	PLS - Votos (Anterior)	PLS - Votos (Corrente)	PLS - Percentagem (Anterior)	PLS - Percentagem (Corrente)	PPD/PSD.CDS-PP - Votos (Anterior)	PPD/PSD.CDS-PP - Votos (Corrente)	PPD/PSD.CDS-PP - Percentagem (Anterior)	PPD/PSD.CDS-PP - Percentagem (Corrente)	PPD/PSD.CDS-PP.PPM - Votos (Anterior)	PPD/PSD.CDS-PP.PPM - Votos (Corrente)	PPD/PSD.CDS-PP.PPM - Percentagem (Anterior)	PPD/PSD.CDS-PP.PPM - Percentagem (Corrente)	PPM - Votos (Anterior)	PPM - Votos (Corrente)	PPM - Percentagem (Anterior)	PPM - Percentagem (Corrente)	PS - Votos (Anterior)	PS - Votos (Corrente)	PS - Percentagem (Anterior)	PS - Percentagem (Corrente)	PTP - Votos (Anterior)	PTP - Votos (Corrente)	PTP - Percentagem (Anterior)	PTP - Percentagem (Corrente)	R.I.R. - Votos (Anterior)	R.I.R. - Votos (Corrente)	R.I.R. - Percentagem (Anterior)	R.I.R. - Percentagem (Corrente)	VP - Votos (Anterior)	VP - Votos (Corrente)	VP - Percentagem (Anterior)	VP - Percentagem (Corrente)
LOCAL-011300	Aveiro	Oliveira de Azeméis	*	60480	60615	0.6723	0.6534	512	430	592	582	568	648	0.0140	0.0164	1594	627	0.0392	0.0158	6758	8006	0.1662	0.2021	41	61	0.0010	0.0015	1966	2164	0.0484	0.0546	0	0	0.0000	0.0000	809	1115	0.0199	0.0282	0	0	0.0000	0.0000	21	0	0.0005	0.0000	0	35	0.0000	0.0009	102	51	0.0025	0.0013	733	470	0.0180	0.0119	371	300	0.0091	0.0076	117	101	0.0029	0.0025	0	0	0.0000	0.0000	0	15236	0.0000	0.3847	13486	0	0.3317	0.0000	0	24	0.0000	0.0006	12712	9590	0.3126	0.2421	0	0	0.0000	0.0000	201	121	0.0049	0.0031	76	47	0.0019	0.0012
LOCAL-011400	Aveiro	Oliveira do Bairro	*	20898	20867	0.6420	0.6310	145	126	224	194	253	265	0.0189	0.0201	362	128	0.0270	0.0097	3010	3299	0.2244	0.2506	20	14	0.0015	0.0011	719	732	0.0536	0.0556	0	0	0.0000	0.0000	167	230	0.0124	0.0175	0	0	0.0000	0.0000	7	0	0.0005	0.0000	0	4	0.0000	0.0003	44	21	0.0033	0.0016	156	146	0.0116	0.0111	109	77	0.0081	0.0058	28	23	0.0021	0.0017	0	0	0.0000	0.0000	0	6342	0.0000	0.4817	6088	0	0.4538	0.0000	0	6	0.0000	0.0005	2018	1521	0.1504	0.1155	0	0	0.0000	0.0000	54	23	0.0040	0.0017	12	16	0.0009	0.0012
LOCAL-011500	Aveiro	Ovar	*	50902	51141	0.6581	0.6433	339	335	616	651	339	466	0.0101	0.0142	1955	837	0.0584	0.0254	5006	6234	0.1494	0.1895	32	51	0.0010	0.0016	1832	1973	0.0547	0.0600	0	0	0.0000	0.0000	874	1236	0.0261	0.0376	0	0	0.0000	0.0000	15	0	0.0004	0.0000	0	29	0.0000	0.0009	70	37	0.0021	0.0011	703	525	0.0210	0.0160	668	588	0.0199	0.0179	125	101	0.0037	0.0031	0	0	0.0000	0.0000	0	11289	0.0000	0.3432	10013	0	0.2989	0.0000	0	32	0.0000	0.0010	10697	8382	0.3193	0.2548	0	0	0.0000	0.0000	153	89	0.0046	0.0027	63	42	0.0019	0.0013
LOCAL-011600	Aveiro	São João da Madeira	*	19533	19346	0.6830	0.6604	141	117	184	197	119	147	0.0089	0.0115	596	241	0.0447	0.0189	1726	2172	0.1294	0.1700	4	17	0.0003	0.0013	737	850	0.0552	0.0665	0	0	0.0000	0.0000	356	485	0.0267	0.0380	0	0	0.0000	0.0000	3	0	0.0002	0.0000	0	5	0.0000	0.0004	33	10	0.0025	0.0008	217	156	0.0163	0.0122	236	217	0.0177	0.0170	41	32	0.0031	0.0025	0	0	0.0000	0.0000	0	4198	0.0000	0.3286	3911	0	0.2931	0.0000	0	9	0.0000	0.0007	4989	3877	0.3739	0.3034	0	0	0.0000	0.0000	29	23	0.0022	0.0018	20	24	0.0015	0.0019
LOCAL-011700	Aveiro	Sever do Vouga	*	10307	10170	0.6986	0.6871	66	56	110	109	108	132	0.0150	0.0189	179	79	0.0249	0.0113	1396	1441	0.1939	0.2062	5	14	0.0007	0.0020	251	301	0.0349	0.0431	0	0	0.0000	0.0000	134	165	0.0186	0.0236	0	0	0.0000	0.0000	2	0	0.0003	0.0000	0	5	0.0000	0.0007	21	9	0.0029	0.0013	71	42	0.0099	0.0060	68	43	0.0094	0.0062	12	22	0.0017	0.0031	0	0	0.0000	0.0000	0	3519	0.0000	0.5036	3382	0	0.4697	0.0000	0	4	0.0000	0.0006	1365	1034	0.1896	0.1480	0	0	0.0000	0.0000	25	6	0.0035	0.0009	5	7	0.0007	0.0010
LOCAL-011800	Aveiro	Vagos	*	22338	22523	0.6061	0.5957	141	91	176	184	285	292	0.0210	0.0218	324	156	0.0239	0.0116	2987	3531	0.2206	0.2632	6	12	0.0004	0.0009	585	722	0.0432	0.0538	0	0	0.0000	0.0000	235	310	0.0174	0.0231	0	0	0.0000	0.0000	6	0	0.0004	0.0000	0	5	0.0000	0.0004	50	18	0.0037	0.0013	183	115	0.0135	0.0086	95	65	0.0070	0.0048	24	20	0.0018	0.0015	0	0	0.0000	0.0000	0	6554	0.0000	0.4885	6641	0	0.4905	0.0000	0	9	0.0000	0.0007	1750	1301	0.1292	0.0970	0	0	0.0000	0.0000	32	17	0.0024	0.0013	20	14	0.0015	0.0010
LOCAL-011900	Aveiro	Vale de Cambra	*	19887	19733	0.6797	0.6601	217	152	156	184	208	253	0.0154	0.0194	455	176	0.0337	0.0135	2340	2542	0.1731	0.1952	8	14	0.0006	0.0011	682	697	0.0505	0.0535	0	0	0.0000	0.0000	210	304	0.0155	0.0233	0	0	0.0000	0.0000	6	0	0.0004	0.0000	0	5	0.0000	0.0004	48	22	0.0036	0.0017	209	149	0.0155	0.0114	104	91	0.0077	0.0070	30	24	0.0022	0.0018	0	0	0.0000	0.0000	0	5938	0.0000	0.4559	5406	0	0.3999	0.0000	0	14	0.0000	0.0011	3339	2418	0.2470	0.1856	0	0	0.0000	0.0000	84	32	0.0062	0.0025	15	10	0.0011	0.0008
LOCAL-020100	Beja	Aljustrel	*	7761	7715	0.6704	0.6494	73	54	66	55	33	38	0.0063	0.0076	242	91	0.0465	0.0182	1092	1323	0.2099	0.2641	3	3	0.0006	0.0006	75	60	0.0144	0.0120	0	0	0.0000	0.0000	66	84	0.0127	0.0168	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	9	3	0.0017	0.0006	58	54	0.0111	0.0108	1177	1068	0.2262	0.2132	61	45	0.0117	0.0090	0	0	0.0000	0.0000	0	594	0.0000	0.1186	445	0	0.0855	0.0000	0	2	0.0000	0.0004	1787	1525	0.3435	0.3044	0	0	0.0000	0.0000	5	8	0.0010	0.0016	11	3	0.0021	0.0006
LOCAL-020200	Beja	Almodôvar	*	5982	5922	0.6493	0.6305	68	39	42	33	68	69	0.0175	0.0185	140	63	0.0360	0.0169	892	1139	0.2297	0.3050	9	3	0.0023	0.0008	76	71	0.0196	0.0190	0	0	0.0000	0.0000	53	55	0.0136	0.0147	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	11	10	0.0028	0.0027	43	34	0.0111	0.0091	213	178	0.0548	0.0477	25	12	0.0064	0.0032	0	0	0.0000	0.0000	0	983	0.0000	0.2633	880	0	0.2266	0.0000	0	6	0.0000	0.0016	1337	1023	0.3442	0.2740	0	0	0.0000	0.0000	21	8	0.0054	0.0021	6	8	0.0015	0.0021
LOCAL-020300	Beja	Alvito	*	1850	1873	0.6665	0.6434	16	10	19	13	11	8	0.0089	0.0066	84	37	0.0681	0.0307	306	341	0.2482	0.2830	1	2	0.0008	0.0017	12	20	0.0097	0.0166	0	0	0.0000	0.0000	19	29	0.0154	0.0241	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	17	13	0.0138	0.0108	161	140	0.1306	0.1162	15	10	0.0122	0.0083	0	0	0.0000	0.0000	0	250	0.0000	0.2075	212	0	0.1719	0.0000	0	0	0.0000	0.0000	352	325	0.2855	0.2697	0	0	0.0000	0.0000	7	6	0.0057	0.0050	1	1	0.0008	0.0008
LOCAL-020400	Beja	Barrancos	*	1262	1265	0.6125	0.5605	11	10	21	13	8	5	0.0103	0.0071	23	7	0.0298	0.0099	176	220	0.2277	0.3103	1	1	0.0013	0.0014	16	16	0.0207	0.0226	0	0	0.0000	0.0000	6	7	0.0078	0.0099	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	3	0.0000	0.0042	5	2	0.0065	0.0028	143	80	0.1850	0.1128	2	4	0.0026	0.0056	0	0	0.0000	0.0000	0	130	0.0000	0.1834	123	0	0.1591	0.0000	0	3	0.0000	0.0042	236	205	0.3053	0.2891	0	0	0.0000	0.0000	1	2	0.0013	0.0028	1	1	0.0013	0.0014
LOCAL-020500	Beja	Beja	*	28392	28325	0.6587	0.6429	205	149	263	230	164	119	0.0088	0.0065	818	373	0.0437	0.0205	3946	4924	0.2110	0.2704	16	22	0.0009	0.0012	490	468	0.0262	0.0257	0	0	0.0000	0.0000	338	434	0.0181	0.0238	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	12	14	0.0006	0.0008	251	174	0.0134	0.0096	2811	2397	0.1503	0.1316	109	94	0.0058	0.0052	0	0	0.0000	0.0000	0	4407	0.0000	0.2420	3749	0	0.2005	0.0000	0	15	0.0000	0.0008	5471	4351	0.2926	0.2389	0	0	0.0000	0.0000	31	17	0.0017	0.0009	27	23	0.0014	0.0013
LOCAL-020600	Beja	Castro Verde	*	6029	5992	0.6663	0.6353	40	34	54	53	37	41	0.0092	0.0108	268	94	0.0667	0.0247	749	1005	0.1865	0.2640	4	4	0.0010	0.0011	126	89	0.0314	0.0234	0	0	0.0000	0.0000	97	109	0.0241	0.0286	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	10	4	0.0025	0.0011	62	37	0.0154	0.0097	688	622	0.1713	0.1634	35	27	0.0087	0.0071	0	0	0.0000	0.0000	0	655	0.0000	0.1721	542	0	0.1349	0.0000	0	4	0.0000	0.0011	1292	1023	0.3216	0.2687	0	0	0.0000	0.0000	10	4	0.0025	0.0011	3	2	0.0007	0.0005
LOCAL-020700	Beja	Cuba	*	3646	3626	0.6673	0.6280	31	21	35	33	24	20	0.0099	0.0088	77	29	0.0316	0.0127	501	582	0.2059	0.2556	0	2	0.0000	0.0009	42	34	0.0173	0.0149	0	0	0.0000	0.0000	41	48	0.0169	0.0211	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	2	0.0008	0.0009	20	7	0.0082	0.0031	487	416	0.2002	0.1827	18	15	0.0074	0.0066	0	0	0.0000	0.0000	0	455	0.0000	0.1998	350	0	0.1439	0.0000	0	1	0.0000	0.0004	800	609	0.3288	0.2675	0	0	0.0000	0.0000	0	1	0.0000	0.0004	5	2	0.0021	0.0009
LOCAL-020800	Beja	Ferreira do Alentejo	*	6195	6129	0.6231	0.6205	32	26	40	34	51	34	0.0132	0.0089	197	69	0.0510	0.0181	852	1127	0.2207	0.2963	3	4	0.0008	0.0011	85	53	0.0220	0.0139	0	0	0.0000	0.0000	76	73	0.0197	0.0192	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	8	2	0.0021	0.0005	40	35	0.0104	0.0092	515	483	0.1334	0.1270	43	40	0.0111	0.0105	0	0	0.0000	0.0000	0	694	0.0000	0.1825	525	0	0.1360	0.0000	0	0	0.0000	0.0000	1373	1114	0.3557	0.2929	0	0	0.0000	0.0000	15	12	0.0039	0.0032	5	3	0.0013	0.0008
LOCAL-020900	Beja	Mértola	*	5598	5500	0.6474	0.6145	49	43	75	80	43	44	0.0119	0.0130	150	59	0.0414	0.0175	554	673	0.1529	0.1991	2	4	0.0006	0.0012	47	42	0.0130	0.0124	0	0	0.0000	0.0000	44	58	0.0121	0.0172	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	4	4	0.0011	0.0012	40	21	0.0110	0.0062	761	646	0.2100	0.1911	29	32	0.0080	0.0095	0	0	0.0000	0.0000	0	632	0.0000	0.1870	504	0	0.1391	0.0000	0	1	0.0000	0.0003	1312	1028	0.3620	0.3041	0	0	0.0000	0.0000	3	9	0.0008	0.0027	7	4	0.0019	0.0012
LOCAL-021000	Beja	Moura	*	11796	11784	0.6002	0.5738	66	44	91	100	62	43	0.0088	0.0064	180	70	0.0254	0.0104	2156	2482	0.3045	0.3671	10	10	0.0014	0.0015	111	83	0.0157	0.0123	0	0	0.0000	0.0000	77	98	0.0109	0.0145	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	9	9	0.0013	0.0013	65	28	0.0092	0.0041	891	768	0.1258	0.1136	52	40	0.0073	0.0059	0	0	0.0000	0.0000	0	1131	0.0000	0.1673	989	0	0.1397	0.0000	0	7	0.0000	0.0010	2305	1834	0.3256	0.2712	0	0	0.0000	0.0000	10	6	0.0014	0.0009	6	9	0.0008	0.0013
LOCAL-021100	Beja	Odemira	*	19563	19394	0.6463	0.6220	180	116	248	192	179	164	0.0142	0.0136	752	284	0.0595	0.0235	2773	3568	0.2193	0.2958	29	21	0.0023	0.0017	414	342	0.0327	0.0283	0	0	0.0000	0.0000	350	347	0.0277	0.0288	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	25	25	0.0020	0.0021	203	144	0.0161	0.0119	1246	1029	0.0986	0.0853	123	64	0.0097	0.0053	0	0	0.0000	0.0000	0	2679	0.0000	0.2221	2193	0	0.1735	0.0000	0	23	0.0000	0.0019	3844	3002	0.3040	0.2488	0	0	0.0000	0.0000	58	44	0.0046	0.0036	26	20	0.0021	0.0017
LOCAL-021200	Beja	Ourique	*	4172	4096	0.6882	0.6655	42	35	36	36	64	39	0.0223	0.0143	85	34	0.0296	0.0125	444	551	0.1546	0.2021	2	3	0.0007	0.0011	41	34	0.0143	0.0125	0	0	0.0000	0.0000	36	27	0.0125	0.0099	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	7	5	0.0024	0.0018	28	18	0.0098	0.0066	205	157	0.0714	0.0576	14	12	0.0049	0.0044	0	0	0.0000	0.0000	0	925	0.0000	0.3393	864	0	0.3009	0.0000	0	1	0.0000	0.0004	990	844	0.3448	0.3096	0	0	0.0000	0.0000	5	4	0.0017	0.0015	8	1	0.0028	0.0004
LOCAL-021300	Beja	Serpa	*	12279	12139	0.6338	0.5948	85	76	126	114	91	68	0.0117	0.0094	261	105	0.0335	0.0145	1476	1671	0.1897	0.2314	11	7	0.0014	0.0010	129	75	0.0166	0.0104	0	0	0.0000	0.0000	122	131	0.0157	0.0181	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	7	14	0.0009	0.0019	71	43	0.0091	0.0060	1844	1652	0.2370	0.2288	71	41	0.0091	0.0057	0	0	0.0000	0.0000	0	1367	0.0000	0.1893	1132	0	0.1455	0.0000	0	17	0.0000	0.0024	2306	1814	0.2963	0.2512	0	0	0.0000	0.0000	13	11	0.0017	0.0015	37	14	0.0048	0.0019
LOCAL-021400	Beja	Vidigueira	*	4577	4560	0.6314	0.6215	36	32	54	26	26	21	0.0090	0.0074	116	50	0.0401	0.0176	678	841	0.2346	0.2968	4	1	0.0014	0.0004	44	52	0.0152	0.0183	0	0	0.0000	0.0000	44	47	0.0152	0.0166	0	0	0.0000	0.0000	0	0	0.0000	0.0000	0	0	0.0000	0.0000	2	2	0.0007	0.0007	40	26	0.0138	0.0092	428	364	0.1481	0.1284	27	19	0.0093	0.0067	0	0	0.0000	0.0000	0	505	0.0000	0.1782	382	0	0.1322	0.0000	0	4	0.0000	0.0014	1003	839	0.3471	0.2960	0	0	0.0000	0.0000	2	3	0.0007	0.0011	4	2	0.0014	0.0007
LOCAL-030100	Braga	Amares	*	17657	17673	0.6994	0.6822	121	116	236	214	244	118	0.0198	0.0098	353	166	0.0286	0.0138	2642	3161	0.2139	0.2622	8	4	0.0006	0.0003	697	754	0.0564	0.0625	9	8	0.0007	0.0007	234	259	0.0189	0.0215	0	0	0.0000	0.0000	12	0	0.0010	0.0000	9	0	0.0007	0.0000	75	25	0.0061	0.0021	138	109	0.0112	0.0090	137	134	0.0111	0.0111	35	0	0.0028	0.0000	0	0	0.0000	0.0000	0	4701	0.0000	0.3899	4264	0	0.3453	0.0000	0	4	0.0000	0.0003	3073	2241	0.2488	0.1859	0	0	0.0000	0.0000	53	29	0.0043	0.0024	9	13	0.0007	0.0011
LOCAL-030200	Braga	Barcelos	*	106669	106911	0.7412	0.7227	773	878	1517	1378	1664	855	0.0210	0.0111	2659	1310	0.0336	0.0170	14704	17951	0.1860	0.2323	133	94	0.0017	0.0012	4118	4456	0.0521	0.0577	75	56	0.0009	0.0007	1558	2098	0.0197	0.0272	0	0	0.0000	0.0000	97	0	0.0012	0.0000	67	0	0.0008	0.0000	448	157	0.0057	0.0020	933	567	0.0118	0.0073	954	879	0.0121	0.0114	181	0	0.0023	0.0000	0	0	0.0000	0.0000	0	32138	0.0000	0.4160	30532	0	0.3861	0.0000	0	41	0.0000	0.0005	18162	14137	0.2297	0.1830	0	0	0.0000	0.0000	376	177	0.0048	0.0023	117	91	0.0015	0.0012
LOCAL-030300	Braga	Braga	*	167507	167776	0.7217	0.7119	1115	1327	2091	1983	1821	978	0.0151	0.0082	5988	3090	0.0495	0.0259	18254	25105	0.1510	0.2102	108	111	0.0009	0.0009	10301	11315	0.0852	0.0947	143	65	0.0012	0.0005	4378	5422	0.0362	0.0454	0	0	0.0000	0.0000	112	0	0.0009	0.0000	99	0	0.0008	0.0000	452	150	0.0037	0.0013	2289	1464	0.0189	0.0123	3018	2660	0.0250	0.0223	441	0	0.0036	0.0000	0	0	0.0000	0.0000	0	37854	0.0000	0.3169	36401	0	0.3011	0.0000	0	69	0.0000	0.0006	33399	27479	0.2763	0.2301	0	0	0.0000	0.0000	307	179	0.0025	0.0015	178	196	0.0015	0.0016
LOCAL-030400	Braga	Cabeceiras de Basto	*	16812	16821	0.6015	0.5791	116	131	119	107	187	102	0.0185	0.0105	284	116	0.0281	0.0119	1482	1672	0.1466	0.1716	6	7	0.0006	0.0007	299	312	0.0296	0.0320	6	4	0.0006	0.0004	133	139	0.0132	0.0143	0	0	0.0000	0.0000	22	0	0.0022	0.0000	5	0	0.0005	0.0000	60	20	0.0059	0.0021	95	56	0.0094	0.0057	81	82	0.0080	0.0084	28	0	0.0028	0.0000	0	0	0.0000	0.0000	0	4176	0.0000	0.4287	3701	0	0.3660	0.0000	0	7	0.0000	0.0007	3437	2763	0.3399	0.2836	0	0	0.0000	0.0000	44	36	0.0044	0.0037	7	11	0.0007	0.0011
LOCAL-030500	Braga	Celorico de Basto	*	17312	17294	0.6216	0.5963	120	125	132	117	251	124	0.0233	0.0120	295	149	0.0274	0.0144	1594	1748	0.1481	0.1695	7	9	0.0007	0.0009	337	369	0.0313	0.0358	14	10	0.0013	0.0010	141	177	0.0131	0.0172	0	0	0.0000	0.0000	22	0	0.0020	0.0000	21	0	0.0020	0.0000	77	25	0.0072	0.0024	124	73	0.0115	0.0071	98	94	0.0091	0.0091	25	0	0.0023	0.0000	0	0	0.0000	0.0000	0	4841	0.0000	0.4694	4338	0	0.4031	0.0000	0	4	0.0000	0.0004	3062	2410	0.2845	0.2337	0	0	0.0000	0.0000	86	31	0.0080	0.0030	18	7	0.0017	0.0007
LOCAL-030600	Braga	Esposende	*	33418	33704	0.6845	0.6812	284	233	415	375	436	271	0.0191	0.0118	772	360	0.0337	0.0157	4142	5414	0.1811	0.2358	19	33	0.0008	0.0014	1521	1625	0.0665	0.0708	35	9	0.0015	0.0004	554	724	0.0242	0.0315	0	0	0.0000	0.0000	16	0	0.0007	0.0000	30	0	0.0013	0.0000	130	29	0.0057	0.0013	339	240	0.0148	0.0105	301	288	0.0132	0.0125	50	0	0.0022	0.0000	0	0	0.0000	0.0000	0	9807	0.0000	0.4271	9312	0	0.4071	0.0000	0	6	0.0000	0.0003	4381	3456	0.1915	0.1505	0	0	0.0000	0.0000	101	59	0.0044	0.0026	38	31	0.0017	0.0014
LOCAL-030700	Braga	Fafe	*	50031	49948	0.6427	0.6158	332	380	494	458	659	342	0.0205	0.0111	1039	461	0.0323	0.0150	5876	6924	0.1828	0.2251	24	20	0.0007	0.0007	1286	1347	0.0400	0.0438	40	16	0.0012	0.0005	515	668	0.0160	0.0217	0	0	0.0000	0.0000	53	0	0.0016	0.0000	63	0	0.0020	0.0000	165	68	0.0051	0.0022	398	246	0.0124	0.0080	586	506	0.0182	0.0165	127	0	0.0039	0.0000	0	0	0.0000	0.0000	0	11010	0.0000	0.3580	9615	0	0.2990	0.0000	0	10	0.0000	0.0003	10659	8199	0.3315	0.2666	0	0	0.0000	0.0000	194	73	0.0060	0.0024	28	30	0.0009	0.0010
LOCAL-030800	Braga	Guimarães	*	143222	143435	0.7444	0.7208	783	1061	1828	1825	1818	960	0.0171	0.0093	4643	2037	0.0436	0.0197	17000	20991	0.1595	0.2030	95	121	0.0009	0.0012	6775	7062	0.0636	0.0683	126	60	0.0012	0.0006	2494	3220	0.0234	0.0311	0	0	0.0000	0.0000	131	0	0.0012	0.0000	101	0	0.0009	0.0000	485	168	0.0045	0.0016	1476	990	0.0138	0.0096	2763	2576	0.0259	0.0249	515	0	0.0048	0.0000	0	0	0.0000	0.0000	0	34399	0.0000	0.3327	31236	0	0.2930	0.0000	0	43	0.0000	0.0004	33789	27547	0.3169	0.2665	0	0	0.0000	0.0000	396	191	0.0037	0.0018	154	134	0.0014	0.0013
LOCAL-030900	Braga	Póvoa de Lanhoso	*	21875	22034	0.6589	0.6606	146	138	240	242	300	137	0.0208	0.0094	347	135	0.0241	0.0093	2416	3286	0.1676	0.2257	8	8	0.0006	0.0005	589	596	0.0409	0.0409	7	3	0.0005	0.0002	198	263	0.0137	0.0181	0	0	0.0000	0.0000	31	0	0.0022	0.0000	7	0	0.0005	0.0000	81	27	0.0056	0.0019	154	87	0.0107	0.0060	108	118	0.0075	0.0081	36	0	0.0025	0.0000	0	0	0.0000	0.0000	0	5642	0.0000	0.3876	4922	0	0.3415	0.0000	0	10	0.0000	0.0007	4756	3824	0.3300	0.2627	0	0	0.0000	0.0000	53	22	0.0037	0.0015	14	18	0.0010	0.0012
LOCAL-031000	Braga	Terras de Bouro	*	6483	6412	0.6532	0.6422	39	45	81	68	77	53	0.0182	0.0129	90	37	0.0213	0.0090	862	987	0.2035	0.2397	1	2	0.0002	0.0005	132	160	0.0312	0.0389	3	1	0.0007	0.0002	41	45	0.0097	0.0109	0	0	0.0000	0.0000	7	0	0.0017	0.0000	3	0	0.0007	0.0000	17	5	0.0040	0.0012	31	27	0.0073	0.0066	82	76	0.0194	0.0185	19	0	0.0045	0.0000	0	0	0.0000	0.0000	0	1868	0.0000	0.4536	1741	0	0.4111	0.0000	0	3	0.0000	0.0007	983	727	0.2321	0.1765	0	0	0.0000	0.0000	20	7	0.0047	0.0017	6	7	0.0014	0.0017
LOCAL-031100	Braga	Vieira do Minho	*	12166	12035	0.6373	0.6287	88	96	110	101	162	65	0.0209	0.0086	179	80	0.0231	0.0106	1297	1651	0.1673	0.2182	5	3	0.0006	0.0004	228	244	0.0294	0.0322	3	3	0.0004	0.0004	84	101	0.0108	0.0133	0	0	0.0000	0.0000	9	0	0.0012	0.0000	8	0	0.0010	0.0000	42	8	0.0054	0.0011	52	40	0.0067	0.0053	95	83	0.0123	0.0110	22	0	0.0028	0.0000	0	0	0.0000	0.0000	0	3260	0.0000	0.4309	3077	0	0.3968	0.0000	0	7	0.0000	0.0009	2265	1805	0.2921	0.2386	0	0	0.0000	0.0000	22	17	0.0028	0.0022	6	2	0.0008	0.0003
LOCAL-031200	Braga	Vila Nova de Famalicão	*	120524	121257	0.7387	0.7237	889	940	1528	1379	1440	833	0.0162	0.0095	3230	1365	0.0363	0.0156	14588	19242	0.1638	0.2193	56	74	0.0006	0.0008	4924	5516	0.0553	0.0629	71	44	0.0008	0.0005	1775	2382	0.0199	0.0271	0	0	0.0000	0.0000	93	0	0.0010	0.0000	70	0	0.0008	0.0000	342	117	0.0038	0.0013	1299	889	0.0146	0.0101	1337	1167	0.0150	0.0133	265	0	0.0030	0.0000	0	0	0.0000	0.0000	0	31754	0.0000	0.3618	30082	0	0.3379	0.0000	0	42	0.0000	0.0005	26564	21556	0.2984	0.2456	0	0	0.0000	0.0000	364	349	0.0041	0.0040	119	106	0.0013	0.0012
LOCAL-031300	Braga	Vila Verde	*	44715	45158	0.6743	0.6686	321	264	590	485	654	350	0.0217	0.0116	780	403	0.0259	0.0133	6326	8333	0.2098	0.2760	30	26	0.0010	0.0009	1706	1792	0.0566	0.0593	34	15	0.0011	0.0005	486	642	0.0161	0.0213	0	0	0.0000	0.0000	45	0	0.0015	0.0000	36	0	0.0012	0.0000	176	57	0.0058	0.0019	383	251	0.0127	0.0083	312	286	0.0103	0.0095	77	0	0.0026	0.0000	0	0	0.0000	0.0000	0	12291	0.0000	0.4071	11558	0	0.3833	0.0000	0	16	0.0000	0.0005	6459	4885	0.2142	0.1618	0	0	0.0000	0.0000	133	65	0.0044	0.0022	47	33	0.0016	0.0011
